openssl_101f,boringssl_0.9,sim_value
DH_up_ref,DH_num_bits,0.8061862178478972
SSL_set_quiet_shutdown,DTLSv1_handle_timeout,0.8061862178478972
CRYPTO_cts128_encrypt_block,CRYPTO_ctr128_encrypt,0.8061862178478972
i2t_ASN1_OBJECT,cmp_short_name,0.8061862178478972
SSL_set_debug,DTLSv1_handle_timeout,0.8061862178478972
i2t_ASN1_OBJECT,cmp_nid,0.8061862178478972
RSA_padding_add_PKCS1_type_1,ASN1_put_object,0.8061862178478972
X509_time_adj,felem_neg,0.8061862178478972
ASN1_UTCTIME_check,ASN1_TIME_to_generalizedtime,0.8061862178478972
EVP_PKEY_base_id,EVP_PKEY_get0_EC_KEY,0.8061862178478972
EC_GROUP_set_curve_name,EC_GROUP_cmp,0.8061862178478972
SSL_set_read_ahead,SSL_set_max_cert_list,0.8061862178478972
ASN1_parse,BIO_set_retry_read,0.8061862178478972
tls1_generate_key_block,ssl3_read_handshake_bytes,0.8061862178478972
tls12_get_sigid,rsa_supports_digest,0.8061862178478972
i2t_ASN1_OBJECT,hash_short_name,0.8061862178478972
SSL_set_accept_state,SSL_set_renegotiate_mode,0.8061862178478972
BN_mod_mul_montgomery,BN_kronecker,0.8060730460762072
CAST_cfb64_encrypt,DES_ede3_cfb_encrypt,0.806046920175531
DES_ede3_cfb_encrypt,CAST_cfb64_encrypt,0.806046920175531
BF_cfb64_encrypt,DES_ede3_cfb_encrypt,0.806046920175531
PEM_read_DSAPrivateKey,PEM_read_bio_DSA_PUBKEY,0.8060281862410614
s2i_ASN1_OCTET_STRING,a2i_IPADDRESS,0.8060281862410614
hex_prin,ctr128_inc,0.8060281862410614
SSL_SESSION_set1_id_context,SSL_SESSION_get_master_key,0.8060281862410614
UI_dup_input_boolean,SSL_CTX_set_alpn_protos,0.8060281862410614
CRYPTO_cfb128_8_encrypt,X509_check_ip,0.8060281862410614
a2i_IPADDRESS,s2i_ASN1_OCTET_STRING,0.8060281862410614
PEM_read_bio_DSAPrivateKey,PEM_read_DSA_PUBKEY,0.8060281862410614
EVP_CipherFinal_ex,consume_zulu_timezone,0.8060281862410614
PEM_read_bio_RSAPrivateKey,PEM_read_RSAPublicKey,0.8060281862410614
type_str,CBS_mem_equal,0.8060281862410614
X509_issuer_and_serial_cmp,X509_set_pubkey,0.8060281862410614
ec_GFp_simple_point_set_affine_coordinates,ec_GFp_simple_invert,0.8060281862410614
check_bitlen_dsa,CBS_get_optional_asn1,0.8060281862410614
PEM_read_bio_RSAPrivateKey,PEM_read_RSA_PUBKEY,0.8060281862410614
CRYPTO_add_lock,EVP_CipherFinal_ex,0.8060281862410614
PEM_read_bio_DSAparams,PEM_read_DSAPrivateKey,0.8060281862410614
ASN1_UTCTIME_set_string,X509_EXTENSION_set_data,0.8060281862410614
type_str,X509_VERIFY_PARAM_set1_ip,0.8060281862410614
type_str,fill_with_entropy,0.8060281862410614
ASN1_unpack_string,nc_dns,0.8060281862410614
EVP_CipherFinal,X509V3_get_value_bool,0.8060281862410614
PEM_read_bio_DSA_PUBKEY,PEM_read_DSAPrivateKey,0.8060281862410614
asn1_check_eoc,consume_zulu_timezone,0.8060281862410614
EVP_CipherFinal,consume_zulu_timezone,0.8060281862410614
SEED_cbc_encrypt,X509_check_email,0.8060281862410614
PEM_read_DSAparams,PEM_read_bio_DSAPrivateKey,0.8060281862410614
type_str,SSL_SESSION_set1_id_context,0.8060281862410614
BN_num_bits,read_word_padded,0.8060281862410614
EC_GROUP_check_discriminant,ec_GFp_simple_point_set_affine_coordinates,0.8060281862410614
SXNET_add_id_asc,SXNET_get_id_asc,0.8060281862410614
xor_blocks,CBS_get_last_u8,0.8060281862410614
hex_prin,ctr96_inc,0.8060281862410614
X509_set_version,X509_check_ip,0.8060281862410614
PEM_read_ECPrivateKey,PEM_read_bio_EC_PUBKEY,0.8060281862410614
PEM_read_DSAPrivateKey,PEM_read_bio_DSAparams,0.8060281862410614
PEM_read_EC_PUBKEY,PEM_read_bio_ECPrivateKey,0.8060281862410614
UI_dup_input_boolean,SSL_set_alpn_protos,0.8060281862410614
PEM_read_bio_EC_PUBKEY,PEM_read_ECPrivateKey,0.8060281862410614
PEM_read_RSA_PUBKEY,PEM_read_bio_RSAPrivateKey,0.8060281862410614
ASN1_GENERALIZEDTIME_set_string,X509_EXTENSION_set_data,0.8060281862410614
a2i_IPADDRESS,SXNET_get_id_asc,0.8060281862410614
tls1_PRF,traverse_string,0.8060281862410614
PEM_read_RSAPrivateKey,PEM_read_bio_RSA_PUBKEY,0.8060281862410614
aes_xts_ctrl,EVP_CipherFinal_ex,0.8060281862410614
PEM_read_bio_RSA_PUBKEY,PEM_read_RSAPrivateKey,0.8060281862410614
PEM_read_bio_ECPrivateKey,PEM_read_EC_PUBKEY,0.8060281862410614
PEM_read_bio_DSAPrivateKey,PEM_read_DSAparams,0.8060281862410614
PEM_read_RSAPrivateKey,PEM_read_bio_RSAPublicKey,0.8060281862410614
X509_EXTENSION_set_data,ASN1_GENERALIZEDTIME_set_string,0.8060281862410614
X509V3_get_value_bool,EVP_CipherFinal_ex,0.8060281862410614
SXNET_get_id_asc,SXNET_add_id_asc,0.8060281862410614
EVP_CipherFinal_ex,X509V3_get_value_bool,0.8060281862410614
type_str,set_session_id_context,0.8060281862410614
PEM_read_bio_RSAPublicKey,PEM_read_RSAPrivateKey,0.8060281862410614
X509_EXTENSION_set_data,ASN1_UTCTIME_set_string,0.8060281862410614
PEM_read_RSAPublicKey,PEM_read_bio_RSAPrivateKey,0.8060281862410614
bn_mul_low_recursive,bn_cmp_part_words,0.8060281862410614
PEM_read_DSA_PUBKEY,PEM_read_bio_DSAPrivateKey,0.8060281862410614
BIO_vsnprintf,DSA_verify,0.8060281862410614
ssl_cert_type,X509_set_pubkey,0.8060281862410614
X509_set_pubkey,X509_issuer_and_serial_cmp,0.8060281862410614
SXNET_get_id_asc,a2i_IPADDRESS,0.8060281862410614
BN_bn2bin,a2d_ASN1_OBJECT,0.8059502361420523
i2c_ASN1_INTEGER,ASN1_STRING_print,0.8059261870427341
ASN1_STRING_print,i2c_ASN1_INTEGER,0.8059261870427341
create_nonce,ASN1_STRING_print,0.8059261870427341
mdc2_body,DES_ecb3_encrypt,0.8059261870427341
UTF8_getc,rsa_default_decrypt,0.8059261870427341
print_bin,ASN1_STRING_print,0.8059261870427341
i2d_ASN1_BOOLEAN,i2c_ASN1_INTEGER,0.8058876451607491
do_i2b,i2d_ASN1_BOOLEAN,0.8058876451607491
i2c_ASN1_INTEGER,i2d_ASN1_BOOLEAN,0.8058876451607491
BN_cmp,BN_mod_exp_mont,0.8058876451607491
bn_mul_part_recursive,bn_mul_normal,0.8058876451607491
nbiof_read,b64_read,0.8058876451607491
fd_gets,b64_read,0.8058876451607491
bn_mul_normal,bn_mul_part_recursive,0.8058876451607491
enc_callback_ctrl,BIO_set_flags,0.805887645160749
ok_callback_ctrl,BIO_set_flags,0.805887645160749
surewarehk_modexp_dh,BN_primality_test,0.805887645160749
ec_GF2m_precompute_mult,EC_POINT_invert,0.805887645160749
hwcrhk_mod_exp_dh,ec_GFp_simple_point_set_affine_coordinates,0.805887645160749
atalla_mod_exp_dsa,BN_primality_test,0.805887645160749
_ossl_old_des_read_pw_string,SXNET_add_id_asc,0.805887645160749
i2b_PublicKey_bio,i2d_PKCS8PrivateKeyInfo_bio,0.805887645160749
ECDSA_set_ex_data,RSA_padding_add_PKCS1_OAEP,0.805887645160749
nullf_callback_ctrl,BIO_set_flags,0.805887645160749
atalla_mod_exp_mont,ec_GFp_simple_point_set_affine_coordinates,0.805887645160749
BN_pseudo_rand,BN_primality_test,0.805887645160749
MGF1,SSL_SESSION_set1_id_context,0.805887645160749
PKCS5_PBKDF2_HMAC_SHA1,X509_check_email,0.805887645160749
CRYPTO_add_lock,RSA_padding_add_PKCS1_OAEP,0.805887645160749
nuron_mod_exp_dh,BN_primality_test,0.805887645160749
hwcrhk_mod_exp_mont,BN_primality_test,0.805887645160749
ec_GF2m_precompute_mult,EC_POINT_cmp,0.805887645160749
init_server,SSL_SESSION_parse_u32,0.805887645160749
ec_GFp_mont_field_sqr,ec_GFp_mont_point_get_affine_coordinates,0.805887645160749
atalla_mod_exp_dh,BN_primality_test,0.805887645160749
b64_callback_ctrl,BIO_set_flags,0.805887645160749
EVP_read_pw_string,X509_check_email,0.805887645160749
aep_ctrl,RSA_padding_add_PKCS1_OAEP,0.805887645160749
idea_cbc_encrypt,sc_muladd,0.805887645160749
EVP_CIPHER_CTX_nid,EVP_CIPHER_CTX_cleanup,0.805887645160749
_ossl_old_des_read_pw_string,X509_check_email,0.805887645160749
EVP_CIPHER_CTX_block_size,EVP_CIPHER_CTX_cleanup,0.805887645160749
nuron_ctrl,RSA_padding_add_PKCS1_OAEP,0.805887645160749
surewarehk_mod_exp_mont,ec_GFp_simple_point_set_affine_coordinates,0.805887645160749
atalla_mod_exp_dh,ec_GFp_simple_point_set_affine_coordinates,0.805887645160749
X509_issuer_and_serial_cmp,X509_get_serialNumber,0.805887645160749
nullf_read,RSA_padding_add_PKCS1_OAEP,0.805887645160749
ec_GF2m_precompute_mult,EC_POINT_dbl,0.805887645160749
ubsec_mod_exp_dh,BN_primality_test,0.805887645160749
atalla_ctrl,RSA_padding_add_PKCS1_OAEP,0.805887645160749
HMAC_Init,RSA_padding_add_PKCS1_OAEP,0.805887645160749
EVP_CIPHER_CTX_iv_length,EVP_CIPHER_CTX_cleanup,0.805887645160749
SSL_renegotiate_pending,ssl_state,0.805887645160749
hwcrhk_mod_exp_mont,ec_GFp_simple_point_set_affine_coordinates,0.805887645160749
ec_GFp_mont_field_decode,ec_GFp_mont_point_get_affine_coordinates,0.805887645160749
OPENSSL_strncasecmp,X509_VERIFY_PARAM_set1_ip,0.805887645160749
ubsec_mod_exp_dh,ec_GFp_simple_point_set_affine_coordinates,0.805887645160749
ECDH_set_ex_data,RSA_padding_add_PKCS1_OAEP,0.805887645160749
OPENSSL_strncasecmp,X509_check_email,0.805887645160749
pkey_dsa_ctrl_str,EVP_PKEY_CTX_set_rsa_pss_saltlen,0.805887645160749
surewarehk_mod_exp_mont,BN_primality_test,0.805887645160749
atalla_mod_exp_mont,BN_primality_test,0.805887645160749
init_client,parse_tagging,0.805887645160749
SXNET_add_id_asc,RSA_padding_add_PKCS1_OAEP,0.805887645160749
RC2_cbc_encrypt,x25519_sc_reduce,0.805887645160749
aep_mod_exp_mont,ec_GFp_simple_point_set_affine_coordinates,0.805887645160749
init_server,OBJ_find_sigid_algs,0.805887645160749
MGF1,X509_VERIFY_PARAM_set1_ip,0.805887645160749
X509_issuer_and_serial_cmp,X509_get_issuer_name,0.805887645160749
BN_num_bits,BN_is_zero,0.805887645160749
OPENSSL_strncasecmp,set_session_id_context,0.805887645160749
nuron_mod_exp_dsa,BN_primality_test,0.805887645160749
_ossl_old_des_read_pw,SXNET_add_id_asc,0.805887645160749
pkey_dsa_ctrl_str,EVP_PKEY_CTX_set_rsa_padding,0.805887645160749
ec_GF2m_precompute_mult,EC_POINT_is_on_curve,0.805887645160749
aep_mod_exp_dsa,ec_GFp_simple_point_set_affine_coordinates,0.805887645160749
aep_mod_exp_dh,ec_GFp_simple_point_set_affine_coordinates,0.805887645160749
cswift_mod_exp_dh,BN_primality_test,0.805887645160749
surewarehk_modexp_dh,ec_GFp_simple_point_set_affine_coordinates,0.805887645160749
MGF1,set_session_id_context,0.805887645160749
BN_bntest_rand,BN_primality_test,0.805887645160749
ssleay_rand_pseudo_bytes,X509_check_email,0.805887645160749
SSL_renegotiate_pending,ssl_has_certificate,0.805887645160749
EVP_read_pw_string,SXNET_add_id_asc,0.805887645160749
X509_get_issuer_name,X509_issuer_and_serial_cmp,0.805887645160749
nullf_read,BIO_set_flags,0.805887645160749
nuron_mod_exp_mont,ec_GFp_simple_point_set_affine_coordinates,0.805887645160749
MGF1,CBS_mem_equal,0.805887645160749
ec_GF2m_precompute_mult,EC_POINT_make_affine,0.805887645160749
ssleay_rand_pseudo_bytes,SXNET_add_id_asc,0.805887645160749
X509_get_serialNumber,X509_issuer_and_serial_cmp,0.805887645160749
aep_mod_exp_mont,BN_primality_test,0.805887645160749
pkey_dsa_ctrl_str,EVP_PKEY_CTX_set_rsa_keygen_bits,0.805887645160749
aep_mod_exp_dsa,BN_primality_test,0.805887645160749
cswift_ctrl,RSA_padding_add_PKCS1_OAEP,0.805887645160749
BN_rand,BN_primality_test,0.805887645160749
RC2_cbc_encrypt,sc_muladd,0.805887645160749
DES_read_2passwords,RSA_padding_add_PKCS1_OAEP,0.805887645160749
gost_imit_ctrl,RSA_padding_add_PKCS1_OAEP,0.805887645160749
ubsec_ctrl,RSA_padding_add_PKCS1_OAEP,0.805887645160749
atalla_mod_exp_dsa,ec_GFp_simple_point_set_affine_coordinates,0.805887645160749
private_Camellia_set_key,RSA_padding_add_PKCS1_OAEP,0.805887645160749
derive_pvk_key,PKCS1_MGF1,0.805887645160749
nuron_mod_exp_mont,BN_primality_test,0.805887645160749
BIO_set_flags,b64_callback_ctrl,0.805887645160749
ec_GFp_mont_field_mul,ec_GFp_mont_point_get_affine_coordinates,0.805887645160749
ec_GF2m_precompute_mult,ec_GFp_simple_point_set_affine_coordinates,0.805887645160749
X509_set_version,X509_get_serialNumber,0.805887645160749
SSL_get_client_CA_list,SSL_total_renegotiations,0.805887645160749
i2b_PrivateKey_bio,i2d_PKCS8PrivateKeyInfo_bio,0.805887645160749
ibm_4758_cca_ctrl,RSA_padding_add_PKCS1_OAEP,0.805887645160749
idea_cbc_encrypt,x25519_sc_reduce,0.805887645160749
ec_GF2m_precompute_mult,EC_POINT_add,0.805887645160749
OPENSSL_strncasecmp,SSL_SESSION_set1_id_context,0.805887645160749
md_callback_ctrl,BIO_set_flags,0.805887645160749
ssleay_rand_nopseudo_bytes,X509_check_email,0.805887645160749
hwcrhk_mod_exp_dh,BN_primality_test,0.805887645160749
X509_VERIFY_PARAM_set_time,X509_VERIFY_PARAM_set1_ip,0.805887645160749
X509_issuer_and_serial_cmp,X509_get_subject_name,0.805887645160749
derive_pvk_key,RSA_padding_add_PKCS1_OAEP,0.805887645160749
nbiof_callback_ctrl,BIO_set_flags,0.805887645160749
MGF1,X509_check_email,0.805887645160749
aep_mod_exp_dh,BN_primality_test,0.805887645160749
X509_get_subject_name,X509_issuer_and_serial_cmp,0.805887645160749
init_client,RSA_padding_add_PKCS1_OAEP,0.805887645160749
ssleay_rand_nopseudo_bytes,SXNET_add_id_asc,0.805887645160749
DES_read_password,RSA_padding_add_PKCS1_OAEP,0.805887645160749
ASN1_check_infinite_end,cbs_get,0.805887645160749
nuron_mod_exp_dsa,ec_GFp_simple_point_set_affine_coordinates,0.805887645160749
_ossl_old_des_read_pw,X509_check_email,0.805887645160749
rand_serial,BN_pseudo_rand,0.805887645160749
init_server,OBJ_find_sigid_by_algs,0.805887645160749
nuron_mod_exp_dh,ec_GFp_simple_point_set_affine_coordinates,0.805887645160749
cswift_mod_exp_dh,ec_GFp_simple_point_set_affine_coordinates,0.805887645160749
init_server,BN_primality_test,0.805887645160749
PKCS5_PBKDF2_HMAC_SHA1,SXNET_add_id_asc,0.805887645160749
ASN1_const_check_infinite_end,cbs_get,0.805887645160749
UI_dup_input_boolean,RSA_padding_add_PKCS1_OAEP,0.805887645160749
buffer_callback_ctrl,BIO_set_flags,0.805887645160749
null_ctrl,b64_callback_ctrl,0.805887645160749
msg_cb,valid_star,0.8057883148625753
b64_write,mem_gets,0.8057883148625753
mem_gets,b64_write,0.8057883148625753
RSA_padding_add_PKCS1_OAEP,RC2_set_key,0.8056974925278241
i2c_ASN1_INTEGER,X509_cmp_time,0.8056974925278241
do_dh_print,do_rsa_print,0.8056868404829434
check_cert_time,check_policy,0.8056735079072006
BN_bn2mpi,decode_hex,0.8056735079072006
BN_rshift1,decode_hex,0.8056735079072006
ssl2_part_read,load_iv,0.8056735079072006
set_hex,mem_gets,0.8056735079072006
RC2_set_key,asn1_put_length,0.8056574897416988
CRYPTO_memcmp,PKCS5_PBKDF2_HMAC,0.8056574897416988
ssl3_do_uncompress,ssl3_read_app_data,0.8056574897416988
ssl3_do_compress,ssl3_read_app_data,0.8056574897416988
ok_write,sock_write,0.8056574897416988
ok_write,fd_read,0.8056574897416988
ok_write,fd_write,0.8056574897416988
SRP_Calc_client_key,BN_CTX_get,0.8055555555555556
ssl3_peek,SSL_use_PrivateKey_ASN1,0.8055555555555556
ipv6_hex,SSL_get_shared_ciphers,0.8055555555555556
EVP_PKEY_assign,equal_case,0.8055555555555556
tls12_find_id,find_method,0.8055555555555556
X509_keyid_set1,ASN1_OCTET_STRING_set,0.8055555555555556
EVP_PKEY_assign,PEM_write_bio_PKCS8PrivateKey_nid,0.8055555555555556
rsa_get_public_exp,BN_CTX_get,0.8055555555555556
EVP_PKEY_assign,i2d_PKCS8PrivateKey_nid_fp,0.8055555555555556
i2d_PKCS8PrivateKey_nid_bio,EVP_PKEY_assign,0.8055555555555556
mime_bound_check,PEM_def_callback,0.8055555555555556
EVP_PKEY_encrypt_old,i2d_PKCS8PrivateKey_nid_bio,0.8055555555555556
test_lshift,BN_mod_inverse_odd,0.8055555555555556
ssl2_read,SSL_use_PrivateKey_ASN1,0.8055555555555556
PEM_write_PKCS8PrivateKey_nid,EVP_PKEY_assign,0.8055555555555556
rsa_blinding_convert,BN_BLINDING_convert,0.8055555555555556
EVP_PKEY_assign,i2d_PKCS8PrivateKey_nid_bio,0.8055555555555556
EVP_SealFinal,EVP_CipherInit,0.8055555555555556
rsa_blinding_convert,ec_GFp_mont_field_decode,0.8055555555555556
X509_alias_set1,ASN1_OCTET_STRING_set,0.8055555555555556
ssl3_cert_verify_mac,SSL_use_PrivateKey_ASN1,0.8055555555555556
BN_generate_prime_ex,BN_mod_inverse_odd,0.8055555555555556
ssl2_peek,SSL_use_PrivateKey_ASN1,0.8055555555555556
UI_dup_verify_string,SSL_CTX_use_psk_identity_hint,0.8055555555555556
bio_new,bio_free,0.8055555555555556
gost_cipher_ctl,rc2_ctrl,0.8055555555555556
dh_param_print,PEM_write_bio_PKCS8PrivateKey_nid,0.8055555555555556
EVP_PKEY_encrypt_old,PEM_write_bio_PKCS8PrivateKey_nid,0.8055555555555556
ssl3_cert_verify_mac,SSL_write,0.8055555555555556
int_get_new_index,PKCS5_PBKDF2_HMAC_SHA1,0.8055555555555556
ssl2_read,SSL_write,0.8055555555555556
rsa_blinding_convert,ec_GFp_mont_field_mul,0.8055555555555556
EVP_OpenFinal,EVP_CipherInit,0.8055555555555556
ssl3_read,SSL_write,0.8055555555555556
SRP_Calc_B,BN_CTX_get,0.8055555555555556
i2d_PKCS8PrivateKey_nid_fp,EVP_PKEY_assign,0.8055555555555556
X509_add1_ext_i2d,equal_case,0.8055555555555556
dh_public_print,i2d_PKCS8PrivateKey_nid_bio,0.8055555555555556
fd_free,conn_read,0.8055555555555556
i2t_ASN1_OBJECT,X509_PUBKEY_set0_param,0.8055555555555556
EVP_PKEY_assign,PEM_write_PKCS8PrivateKey_nid,0.8055555555555556
ASN1_STRING_set,ASN1_BIT_STRING_set,0.8055555555555556
SSL_do_handshake,dtls1_new,0.8055555555555556
EVP_PKEY_decrypt_old,EVP_PKEY_cmp,0.8055555555555556
EVP_PKEY_encrypt_old,PEM_write_PKCS8PrivateKey_nid,0.8055555555555556
ssl2_peek,SSL_write,0.8055555555555556
EC_POINT_mul,EC_GROUP_get_curve_GFp,0.8055555555555556
OCSP_BASICRESP_add1_ext_i2d,equal_case,0.8055555555555556
ssl3_renegotiate_check,SSL_in_init,0.8055555555555556
BIO_ssl_shutdown,BIO_find_type,0.8055555555555556
EVP_PKEY_decrypt_old,i2d_PKCS8PrivateKey_nid_bio,0.8055555555555556
EVP_PKEY_decrypt_old,PEM_write_PKCS8PrivateKey_nid,0.8055555555555556
SSL_shutdown,dtls1_new,0.8055555555555556
dh_param_print,i2d_PKCS8PrivateKey_nid_bio,0.8055555555555556
EVP_PKEY_decrypt_old,i2d_PKCS8PrivateKey_nid_fp,0.8055555555555556
rsa_blinding_convert,ec_GFp_mont_field_sqr,0.8055555555555556
rsa_blinding_convert,ec_GFp_mont_field_encode,0.8055555555555556
EVP_PKEY_cmp,EVP_marshal_public_key,0.8055555555555556
ssl3_read,SSL_use_PrivateKey_ASN1,0.8055555555555556
RAND_egd_bytes,SSL_write,0.8055555555555556
ssl3_renegotiate_check,dtls1_new,0.8055555555555556
ssl3_renegotiate_check,SSL_in_false_start,0.8055555555555556
gost_cipher_init,aes_xts_ctrl,0.8055555555555556
EVP_PKEY_encrypt_old,i2d_PKCS8PrivateKey_nid_fp,0.8055555555555556
X509_alias_set1,ASN1_BIT_STRING_set,0.8055555555555556
dh_public_print,PEM_write_bio_PKCS8PrivateKey_nid,0.8055555555555556
ASN1_OCTET_STRING_set,X509_keyid_set1,0.8055555555555556
X509_CRL_add1_ext_i2d,equal_case,0.8055555555555556
dh_private_print,PEM_write_bio_PKCS8PrivateKey_nid,0.8055555555555556
EVP_PKEY_decrypt_old,PEM_write_bio_PKCS8PrivateKey_nid,0.8055555555555556
ASN1_BIT_STRING_set,X509_alias_set1,0.8055555555555556
ASN1_STRING_set,ASN1_OCTET_STRING_set,0.8055555555555556
ssl3_peek,SSL_write,0.8055555555555556
fd_free,conn_write,0.8055555555555556
ASN1_OCTET_STRING_set,X509_alias_set1,0.8055555555555556
EVP_PKEY_cmp,EVP_marshal_private_key,0.8055555555555556
X509_PUBKEY_set0_param,i2t_ASN1_OBJECT,0.8055555555555556
PEM_write_bio_PKCS8PrivateKey_nid,EVP_PKEY_assign,0.8055555555555556
EVP_PKEY_encrypt_old,EVP_PKEY_cmp,0.8055555555555556
X509_keyid_set1,ASN1_BIT_STRING_set,0.8055555555555556
OCSP_REQUEST_add1_ext_i2d,equal_case,0.8055555555555556
conn_write,fd_free,0.8055555555555556
conn_write,sock_free,0.8055555555555556
ASN1_BIT_STRING_set,X509_keyid_set1,0.8055555555555556
UI_dup_input_string,SSL_CTX_use_psk_identity_hint,0.8055555555555556
dh_private_print,i2d_PKCS8PrivateKey_nid_bio,0.8055555555555556
asn1_item_print_ctx,ASN1_item_ex_i2d,0.8055261907430755
MOD_EXP_CTIME_COPY_TO_PREBUF,ssl_record_sequence_update,0.8055050463303894
BN_X931_generate_prime_ex,ec_GFp_simple_set_Jprojective_coordinates_GFp,0.8055050463303894
do_keyop,RSA_sign_raw,0.8055050463303894
des_ecb_cipher,ssl_record_sequence_update,0.8055050463303894
strip_end,name_cmp,0.8055050463303894
ipv6_cb,name_cmp,0.8055050463303894
camellia_128_ecb_cipher,ssl_record_sequence_update,0.8055050463303894
save_ts_serial,fd_read,0.8055050463303894
PEM_ASN1_read,PEM_X509_INFO_read,0.8055050463303894
ssl_get_handshake_digest,bn_cmp_words,0.8055050463303894
v3_check_generic,scan_quote,0.8055050463303894
name_cmp,ipv6_cb,0.8055050463303894
camellia_256_ecb_cipher,ssl_record_sequence_update,0.8055050463303894
RSA_padding_check_X931,dtls1_write_app_data,0.8055050463303894
CRYPTO_memcmp,equal_nocase,0.8055050463303894
EC_GROUP_set_generator,EC_POINT_get_affine_coordinates_GFp,0.8055050463303894
seed_ecb_cipher,ssl_record_sequence_update,0.8055050463303894
ssl3_do_write,dtls1_write_app_data,0.8055050463303894
EC_GROUP_set_generator,ec_GFp_simple_set_Jprojective_coordinates_GFp,0.8055050463303894
save_ts_serial,sock_write,0.8055050463303894
make_kn,name_cmp,0.8055050463303894
circle_xor8,ASN1_UNIVERSALSTRING_to_string,0.8055050463303894
cast5_ecb_cipher,ssl_record_sequence_update,0.8055050463303894
camellia_192_ecb_cipher,ssl_record_sequence_update,0.8055050463303894
BN_X931_generate_Xpq,witness,0.8055050463303894
do_keyop,RSA_decrypt,0.8055050463303894
bf_ecb_cipher,ssl_record_sequence_update,0.8055050463303894
do_keyop,RSA_encrypt,0.8055050463303894
rc2_ecb_cipher,ssl_record_sequence_update,0.8055050463303894
save_ts_serial,fd_write,0.8055050463303894
d2i_PKCS8PrivateKey_fp,PEM_X509_INFO_read,0.8055050463303894
MOD_EXP_CTIME_COPY_TO_PREBUF,OPENSSL_hash32,0.8055050463303894
bio_dump_callback,BIO_hexdump,0.8055050463303894
name_cmp,slide,0.8055050463303894
check_ssl_ca,check_cert_time,0.8055050463303893
ssl3_check_client_hello,SSL_get_shutdown,0.8055050463303893
nullf_gets,mem_gets,0.8055050463303893
swap_bytes,mem_gets,0.8055050463303893
EVP_EncryptFinal,EVP_EncryptUpdate,0.8055050463303893
host_ip,ipv4_from_asc,0.8055050463303893
ssl3_write_bytes,SSL_get_shutdown,0.8055050463303893
check_cert_time,check_ssl_ca,0.8055050463303893
asn1_bio_gets,mem_gets,0.8055050463303893
EVP_DecryptFinal,EVP_EncryptUpdate,0.8055050463303893
nbiof_gets,mem_gets,0.8055050463303893
asn1_bio_read,mem_gets,0.8055050463303893
UTF8_getc,decode_dec,0.8054799049859589
EC_POINT_set_compressed_coordinates_GFp,ec_GFp_simple_group_get_curve,0.8054799049859589
ASN1_item_i2d_bio,i2a_ASN1_OBJECT,0.8054799049859589
ASN1_STRING_print,ASN1_ENUMERATED_get,0.8054799049859589
BN_clear_bit,BN_sub_word,0.8054799049859589
EC_POINT_set_compressed_coordinates_GF2m,ec_GFp_simple_group_get_curve,0.8054799049859589
ASN1_i2d_bio,i2a_ASN1_OBJECT,0.8054799049859589
gf2m_Mdouble,BN_sqrt,0.8054799049859589
CAST_ecb_encrypt,DES_ecb3_encrypt,0.8054799049859589
doapr_outch,skip_prefix,0.8054799049859589
ssl_parse_clienthello_renegotiate_ext,ssl_read_impl,0.8054799049859589
EC_POINT_set_compressed_coordinates_GFp,set_Jprojective_coordinate_GFp,0.8054799049859589
doapr_outch,ascii_to_ucs2,0.8054799049859589
EC_POINT_set_compressed_coordinates_GF2m,set_Jprojective_coordinate_GFp,0.8054799049859589
ASN1_ENUMERATED_get,ASN1_STRING_print,0.8054799049859589
BF_ecb_encrypt,DES_ecb3_encrypt,0.8054799049859589
ASN1_STRING_print,ASN1_INTEGER_get,0.8054799049859589
ASN1_INTEGER_get,ASN1_STRING_print,0.8054799049859589
CRYPTO_xts128_encrypt,AES_unwrap_key,0.8053857783007297
BN_hex2bn,BN_rshift,0.8053477534784295
ec_GF2m_simple_is_on_curve,ec_point_set_Jprojective_coordinates_GFp,0.8053415646032819
b64_write,sock_read,0.8053415646032819
OPENSSL_uni2asc,UTF8_getc,0.8053290134455173
BN_GF2m_mod_sqrt_arr,BN_sqrt,0.8053290134455173
probable_prime_dh,bn_mod_inverse_secret_prime,0.8053290134455173
probable_prime_dh,BN_mod_mul_reciprocal,0.8053290134455173
d2i_PUBKEY,d2i_PrivateKey,0.8053290134455173
probable_prime_dh,bn_mod_inverse_prime,0.8053290134455173
asn1_template_noexp_d2i,asn1_template_ex_i2d,0.8053290134455173
BN_X931_generate_Xpq,BN_sqrt,0.8053290134455173
parse_http_line1,slide,0.8053290134455173
ASN1_UNIVERSALSTRING_to_string,ASN1_UTCTIME_print,0.8053290134455173
asn1_print_info,ASN1_STRING_print,0.8053290134455173
i2c_ASN1_BIT_STRING,d2i_ASN1_UINTEGER,0.8053124049956635
d2i_ASN1_UINTEGER,i2c_ASN1_BIT_STRING,0.8053124049956635
pkey_dsa_sign,pkey_rsa_sign,0.8053124049956635
CRYPTO_nistcts128_decrypt_block,CRYPTO_cfb128_encrypt,0.8052858270910919
tree_link_any,tree_calculate_authority_set,0.8052858270910919
CRYPTO_cfb128_1_encrypt,EVP_DecodeBlock,0.8052812554363318
BN_GF2m_add,decode_hex,0.8052812554363318
t_tob64,cfbr_encrypt_block,0.8052812554363318
